Timestamp,Price (USD),Market Cap (USD),Fully Diluted Market Cap (USD),24h Volume (USD)
2024-03-09 10:02:08,0.025751259143715174,0.0,17776742.165840417,3290783.9462716375
2024-03-09 11:01:55,0.025545613526949125,0.0,17634779.821926158,3101797.662581573
2024-03-09 12:01:31,0.026716998348852244,0.0,18443416.240042157,2910909.69150939
2024-03-09 13:00:56,0.02597520757977016,0.0,17931339.40646367,2834118.5150606474
2024-03-09 14:02:01,0.03066600765339475,0.0,21169516.73188898,2576383.9816027
2024-03-09 15:00:23,0.03437765635845768,0.0,23731761.229210284,2274802.232362775
2024-03-09 16:00:12,0.03331859031838477,0.0,23000661.29246919,2039038.8649490948
2024-03-09 17:00:19,0.03641093134391691,0.0,25135382.11497125,1929897.6110165662
2024-03-09 18:01:07,0.06112362283431181,0.0,42195174.89624682,2041523.8055656918
2024-03-09 19:00:48,0.06207567895297955,0.0,42852403.191551276,2125657.03757394
2024-03-09 20:01:21,0.07271419594168765,0.0,50196439.16585947,2258438.8644626965
2024-03-09 21:00:24,0.07669383046460267,0.0,52943681.0165712,2479815.1292270003
2024-03-09 22:00:18,0.07166386841486933,0.0,49471371.64470522,2621852.413703175
2024-03-09 23:02:02,0.06400719525675795,0.0,44185777.49879426,2651636.6814048146
2024-03-10 00:00:53,0.06307013646814641,0.0,43538902.23780541,2572095.036556711
2024-03-10 01:00:20,0.05570253458023666,0.0,38452861.26361501,2644467.959197024
2024-03-10 02:00:46,0.05983517349643926,0.0,41305725.89706271,2691459.719713279
2024-03-10 03:00:28,0.05955107453927416,0.0,41109605.23814958,2733204.5025170324
2024-03-10 04:00:36,0.05242825087657494,0.0,36192540.83217649,2762887.3473445177
2024-03-10 05:00:02,0.04623536483804867,0.0,31917435.768190417,2764299.909197679
2024-03-10 06:01:36,0.052302450881094045,0.0,36105697.92979074,2896740.187461346
